dispatch_id,true_family,selector_regime_label,cost_aware_policy_outcome,baseline,selected_token_cost,budget_tokens,value,opt_value,value_over_opt,gap_over_opt,selected_count,status
adversarial_5,adversarial-redundancy,ambiguous,no_certified_switch,mmr_density_greedy,18,18,28.182472,28.182472,1.0,0.0,3,available
adversarial_5,adversarial-redundancy,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,28.182472,28.182472,1.0,0.0,3,available
adversarial_5,adversarial-redundancy,ambiguous,no_certified_switch,pair_aware_local_search,18,18,28.182472,28.182472,1.0,0.0,3,available
adversarial_5,adversarial-redundancy,ambiguous,no_certified_switch,opt_or_near_opt,18,18,28.182472,28.182472,1.0,0.0,3,available
adversarial_5,adversarial-redundancy,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,28.182472,28.182472,1.0,0.0,3,available
adversarial_6,adversarial-redundancy,ambiguous,no_certified_switch,random_budgeted,18,18,22.015975,29.022676,0.758578,0.241422,3,available
adversarial_6,adversarial-redundancy,ambiguous,no_certified_switch,top_k_relevance,18,18,20.95988,29.022676,0.72219,0.27781,3,available
adversarial_6,adversarial-redundancy,ambiguous,no_certified_switch,mmr_density_greedy,18,18,29.022676,29.022676,1.0,0.0,3,available
adversarial_6,adversarial-redundancy,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,29.022676,29.022676,1.0,0.0,3,available
adversarial_6,adversarial-redundancy,ambiguous,no_certified_switch,pair_aware_local_search,18,18,29.022676,29.022676,1.0,0.0,3,available
adversarial_6,adversarial-redundancy,ambiguous,no_certified_switch,opt_or_near_opt,18,18,29.022676,29.022676,1.0,0.0,3,available
adversarial_6,adversarial-redundancy,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,29.022676,29.022676,1.0,0.0,3,available
adversarial_7,adversarial-redundancy,ambiguous,no_certified_switch,random_budgeted,18,18,24.998406,29.000571,0.861997,0.138003,3,available
adversarial_7,adversarial-redundancy,ambiguous,no_certified_switch,top_k_relevance,18,18,20.904605,29.000571,0.720834,0.279166,3,available
adversarial_7,adversarial-redundancy,ambiguous,no_certified_switch,mmr_density_greedy,18,18,29.000571,29.000571,1.0,0.0,3,available
adversarial_7,adversarial-redundancy,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,29.000571,29.000571,1.0,0.0,3,available
adversarial_7,adversarial-redundancy,ambiguous,no_certified_switch,pair_aware_local_search,18,18,29.000571,29.000571,1.0,0.0,3,available
adversarial_7,adversarial-redundancy,ambiguous,no_certified_switch,opt_or_near_opt,18,18,29.000571,29.000571,1.0,0.0,3,available
adversarial_7,adversarial-redundancy,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,29.000571,29.000571,1.0,0.0,3,available
adversarial_8,adversarial-redundancy,ambiguous,no_certified_switch,random_budgeted,18,18,18.37644,29.481319,0.623325,0.376675,3,available
adversarial_8,adversarial-redundancy,ambiguous,no_certified_switch,top_k_relevance,18,18,21.249981,29.481319,0.720795,0.279205,3,available
adversarial_8,adversarial-redundancy,ambiguous,no_certified_switch,mmr_density_greedy,18,18,29.481319,29.481319,1.0,0.0,3,available
adversarial_8,adversarial-redundancy,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,29.481319,29.481319,1.0,0.0,3,available
adversarial_8,adversarial-redundancy,ambiguous,no_certified_switch,pair_aware_local_search,18,18,29.481319,29.481319,1.0,0.0,3,available
adversarial_8,adversarial-redundancy,ambiguous,no_certified_switch,opt_or_near_opt,18,18,29.481319,29.481319,1.0,0.0,3,available
adversarial_8,adversarial-redundancy,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,29.481319,29.481319,1.0,0.0,3,available
adversarial_9,adversarial-redundancy,ambiguous,no_certified_switch,random_budgeted,18,18,22.817846,29.792985,0.76588,0.23412,3,available
adversarial_9,adversarial-redundancy,ambiguous,no_certified_switch,top_k_relevance,18,18,21.48625,29.792985,0.721185,0.278815,3,available
adversarial_9,adversarial-redundancy,ambiguous,no_certified_switch,mmr_density_greedy,18,18,29.792985,29.792985,1.0,0.0,3,available
adversarial_9,adversarial-redundancy,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,29.792985,29.792985,1.0,0.0,3,available
adversarial_9,adversarial-redundancy,ambiguous,no_certified_switch,pair_aware_local_search,18,18,29.792985,29.792985,1.0,0.0,3,available
adversarial_9,adversarial-redundancy,ambiguous,no_certified_switch,opt_or_near_opt,18,18,29.792985,29.792985,1.0,0.0,3,available
adversarial_9,adversarial-redundancy,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,29.792985,29.792985,1.0,0.0,3,available
higher_order_0,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,random_budgeted,18,18,13.210087,34.063951,0.387803,0.612197,3,available
higher_order_0,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,top_k_relevance,18,18,17.534611,34.063951,0.514756,0.485244,3,available
higher_order_0,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,mmr_density_greedy,18,18,17.534611,34.063951,0.514756,0.485244,3,available
higher_order_0,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,seeded_augmented_greedy,18,18,34.063951,34.063951,1.0,0.0,3,available
higher_order_0,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,pair_aware_local_search,18,18,34.063951,34.063951,1.0,0.0,3,available
higher_order_0,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,opt_or_near_opt,18,18,34.063951,34.063951,1.0,0.0,3,available
higher_order_0,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,v12_cost_aware_diagnostic_policy,18,18,34.063951,34.063951,1.0,0.0,3,available
higher_order_1,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,random_budgeted,18,18,10.156187,35.130535,0.289099,0.710901,3,available
higher_order_1,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,top_k_relevance,18,18,17.56052,35.130535,0.499865,0.500135,3,available
higher_order_1,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,mmr_density_greedy,18,18,17.56052,35.130535,0.499865,0.500135,3,available
higher_order_1,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,seeded_augmented_greedy,18,18,35.130535,35.130535,1.0,0.0,3,available
higher_order_1,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,pair_aware_local_search,18,18,35.130535,35.130535,1.0,0.0,3,available
higher_order_1,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,opt_or_near_opt,18,18,35.130535,35.130535,1.0,0.0,3,available
higher_order_1,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,v12_cost_aware_diagnostic_policy,18,18,35.130535,35.130535,1.0,0.0,3,available
higher_order_2,higher-order-prerequisite,ambiguous,no_certified_switch,random_budgeted,18,18,14.110276,35.723422,0.394987,0.605013,3,available
higher_order_2,higher-order-prerequisite,ambiguous,no_certified_switch,top_k_relevance,18,18,17.953461,35.723422,0.502568,0.497432,3,available
higher_order_2,higher-order-prerequisite,ambiguous,no_certified_switch,mmr_density_greedy,18,18,17.953461,35.723422,0.502568,0.497432,3,available
higher_order_2,higher-order-prerequisite,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,35.723422,35.723422,1.0,0.0,3,available
higher_order_2,higher-order-prerequisite,ambiguous,no_certified_switch,pair_aware_local_search,18,18,35.723422,35.723422,1.0,0.0,3,available
higher_order_2,higher-order-prerequisite,ambiguous,no_certified_switch,opt_or_near_opt,18,18,35.723422,35.723422,1.0,0.0,3,available
higher_order_2,higher-order-prerequisite,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,35.723422,35.723422,1.0,0.0,3,available
higher_order_3,higher-order-prerequisite,ambiguous,no_certified_switch,random_budgeted,18,18,10.080658,35.396916,0.284789,0.715211,3,available
higher_order_3,higher-order-prerequisite,ambiguous,no_certified_switch,top_k_relevance,18,18,18.050113,35.396916,0.509935,0.490065,3,available
higher_order_3,higher-order-prerequisite,ambiguous,no_certified_switch,mmr_density_greedy,18,18,18.050113,35.396916,0.509935,0.490065,3,available
higher_order_3,higher-order-prerequisite,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,35.396916,35.396916,1.0,0.0,3,available
higher_order_3,higher-order-prerequisite,ambiguous,no_certified_switch,pair_aware_local_search,18,18,35.396916,35.396916,1.0,0.0,3,available
higher_order_3,higher-order-prerequisite,ambiguous,no_certified_switch,opt_or_near_opt,18,18,35.396916,35.396916,1.0,0.0,3,available
higher_order_3,higher-order-prerequisite,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,35.396916,35.396916,1.0,0.0,3,available
higher_order_4,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,random_budgeted,18,18,14.281704,36.632439,0.389865,0.610135,3,available
higher_order_4,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,top_k_relevance,18,18,18.608475,36.632439,0.507978,0.492022,3,available
higher_order_4,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,mmr_density_greedy,18,18,18.608475,36.632439,0.507978,0.492022,3,available
higher_order_4,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,seeded_augmented_greedy,18,18,36.632439,36.632439,1.0,0.0,3,available
higher_order_4,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,pair_aware_local_search,18,18,36.632439,36.632439,1.0,0.0,3,available
higher_order_4,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,opt_or_near_opt,18,18,36.632439,36.632439,1.0,0.0,3,available
higher_order_4,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,v12_cost_aware_diagnostic_policy,18,18,36.632439,36.632439,1.0,0.0,3,available
higher_order_5,higher-order-prerequisite,ambiguous,no_certified_switch,random_budgeted,18,18,11.879445,36.826266,0.322581,0.677419,3,available
higher_order_5,higher-order-prerequisite,ambiguous,no_certified_switch,top_k_relevance,18,18,18.818282,36.826266,0.511002,0.488998,3,available
higher_order_5,higher-order-prerequisite,ambiguous,no_certified_switch,mmr_density_greedy,18,18,18.818282,36.826266,0.511002,0.488998,3,available
higher_order_5,higher-order-prerequisite,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,36.826266,36.826266,1.0,0.0,3,available
higher_order_5,higher-order-prerequisite,ambiguous,no_certified_switch,pair_aware_local_search,18,18,36.826266,36.826266,1.0,0.0,3,available
higher_order_5,higher-order-prerequisite,ambiguous,no_certified_switch,opt_or_near_opt,18,18,36.826266,36.826266,1.0,0.0,3,available
higher_order_5,higher-order-prerequisite,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,36.826266,36.826266,1.0,0.0,3,available
higher_order_6,higher-order-prerequisite,ambiguous,no_certified_switch,random_budgeted,18,18,14.360223,37.123223,0.386826,0.613174,3,available
higher_order_6,higher-order-prerequisite,ambiguous,no_certified_switch,top_k_relevance,18,18,18.892926,37.123223,0.508925,0.491075,3,available
higher_order_6,higher-order-prerequisite,ambiguous,no_certified_switch,mmr_density_greedy,18,18,18.892926,37.123223,0.508925,0.491075,3,available
higher_order_6,higher-order-prerequisite,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,37.123223,37.123223,1.0,0.0,3,available
higher_order_6,higher-order-prerequisite,ambiguous,no_certified_switch,pair_aware_local_search,18,18,37.123223,37.123223,1.0,0.0,3,available
higher_order_6,higher-order-prerequisite,ambiguous,no_certified_switch,opt_or_near_opt,18,18,37.123223,37.123223,1.0,0.0,3,available
higher_order_6,higher-order-prerequisite,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,37.123223,37.123223,1.0,0.0,3,available
higher_order_7,higher-order-prerequisite,ambiguous,no_certified_switch,random_budgeted,18,18,10.731783,37.595147,0.285457,0.714543,3,available
higher_order_7,higher-order-prerequisite,ambiguous,no_certified_switch,top_k_relevance,18,18,19.273251,37.595147,0.512653,0.487347,3,available
higher_order_7,higher-order-prerequisite,ambiguous,no_certified_switch,mmr_density_greedy,18,18,19.273251,37.595147,0.512653,0.487347,3,available
higher_order_7,higher-order-prerequisite,ambiguous,no_certified_switch,seeded_augmented_greedy,18,18,37.595147,37.595147,1.0,0.0,3,available
higher_order_7,higher-order-prerequisite,ambiguous,no_certified_switch,pair_aware_local_search,18,18,37.595147,37.595147,1.0,0.0,3,available
higher_order_7,higher-order-prerequisite,ambiguous,no_certified_switch,opt_or_near_opt,18,18,37.595147,37.595147,1.0,0.0,3,available
higher_order_7,higher-order-prerequisite,ambiguous,no_certified_switch,v12_cost_aware_diagnostic_policy,18,18,37.595147,37.595147,1.0,0.0,3,available
higher_order_8,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,random_budgeted,18,18,14.706273,38.437254,0.382605,0.617395,3,available
higher_order_8,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,top_k_relevance,18,18,19.577171,38.437254,0.509328,0.490672,3,available
higher_order_8,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,mmr_density_greedy,18,18,19.577171,38.437254,0.509328,0.490672,3,available
higher_order_8,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,seeded_augmented_greedy,18,18,38.437254,38.437254,1.0,0.0,3,available
higher_order_8,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,pair_aware_local_search,18,18,38.437254,38.437254,1.0,0.0,3,available
higher_order_8,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,opt_or_near_opt,18,18,38.437254,38.437254,1.0,0.0,3,available
higher_order_8,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,v12_cost_aware_diagnostic_policy,18,18,38.437254,38.437254,1.0,0.0,3,available
higher_order_9,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,random_budgeted,18,18,10.793566,38.671624,0.279108,0.720892,3,available
higher_order_9,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,top_k_relevance,18,18,19.89622,38.671624,0.514491,0.485509,3,available
higher_order_9,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,mmr_density_greedy,18,18,19.89622,38.671624,0.514491,0.485509,3,available
higher_order_9,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,seeded_augmented_greedy,18,18,38.671624,38.671624,1.0,0.0,3,available
higher_order_9,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,pair_aware_local_search,18,18,38.671624,38.671624,1.0,0.0,3,available
higher_order_9,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,opt_or_near_opt,18,18,38.671624,38.671624,1.0,0.0,3,available
higher_order_9,higher-order-prerequisite,higher_order_risk,interaction_aware_local_search,v12_cost_aware_diagnostic_policy,18,18,38.671624,38.671624,1.0,0.0,3,available
pairwise_0,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,15.569722,24.822614,0.627239,0.372761,3,available
pairwise_0,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,21.542834,24.822614,0.867871,0.132129,3,available
pairwise_0,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,24.822614,24.822614,1.0,0.0,3,available
pairwise_0,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,24.822614,24.822614,1.0,0.0,3,available
pairwise_0,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,24.822614,24.822614,1.0,0.0,3,available
pairwise_0,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,24.822614,24.822614,1.0,0.0,3,available
pairwise_0,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,24.822614,24.822614,1.0,0.0,3,available
pairwise_1,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,15.662852,24.750575,0.632828,0.367172,3,available
pairwise_1,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,21.463644,24.750575,0.867198,0.132802,3,available
pairwise_1,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,24.750575,24.750575,1.0,0.0,3,available
pairwise_1,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,24.750575,24.750575,1.0,0.0,3,available
pairwise_1,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,24.750575,24.750575,1.0,0.0,3,available
pairwise_1,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,24.750575,24.750575,1.0,0.0,3,available
pairwise_1,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,24.750575,24.750575,1.0,0.0,3,available
pairwise_2,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,17.334921,25.210388,0.68761,0.31239,3,available
pairwise_2,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,21.959296,25.210388,0.871042,0.128958,3,available
pairwise_2,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,25.210388,25.210388,1.0,0.0,3,available
pairwise_2,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,25.210388,25.210388,1.0,0.0,3,available
pairwise_2,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,25.210388,25.210388,1.0,0.0,3,available
pairwise_2,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,25.210388,25.210388,1.0,0.0,3,available
pairwise_2,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,25.210388,25.210388,1.0,0.0,3,available
pairwise_3,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,20.210216,25.774026,0.784131,0.215869,3,available
pairwise_3,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,22.25316,25.774026,0.863395,0.136605,3,available
pairwise_3,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,25.774026,25.774026,1.0,0.0,3,available
pairwise_3,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,25.774026,25.774026,1.0,0.0,3,available
pairwise_3,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,25.774026,25.774026,1.0,0.0,3,available
pairwise_3,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,25.774026,25.774026,1.0,0.0,3,available
pairwise_3,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,25.774026,25.774026,1.0,0.0,3,available
pairwise_4,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,19.513699,26.115649,0.747203,0.252797,3,available
pairwise_4,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,18.821759,26.115649,0.720708,0.279292,3,available
pairwise_4,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,26.115649,26.115649,1.0,0.0,3,available
pairwise_4,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,26.115649,26.115649,1.0,0.0,3,available
pairwise_4,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,26.115649,26.115649,1.0,0.0,3,available
pairwise_4,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,26.115649,26.115649,1.0,0.0,3,available
pairwise_4,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,26.115649,26.115649,1.0,0.0,3,available
pairwise_5,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,16.188668,26.620395,0.60813,0.39187,3,available
pairwise_5,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,18.962983,26.620395,0.712348,0.287652,3,available
pairwise_5,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,26.620395,26.620395,1.0,0.0,3,available
pairwise_5,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,26.620395,26.620395,1.0,0.0,3,available
pairwise_5,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,26.620395,26.620395,1.0,0.0,3,available
pairwise_5,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,26.620395,26.620395,1.0,0.0,3,available
pairwise_5,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,26.620395,26.620395,1.0,0.0,3,available
pairwise_6,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,16.928454,26.642758,0.635387,0.364613,3,available
pairwise_6,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,19.103026,26.642758,0.717006,0.282994,3,available
pairwise_6,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,26.642758,26.642758,1.0,0.0,3,available
pairwise_6,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,26.642758,26.642758,1.0,0.0,3,available
pairwise_6,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,26.642758,26.642758,1.0,0.0,3,available
pairwise_6,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,26.642758,26.642758,1.0,0.0,3,available
pairwise_6,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,26.642758,26.642758,1.0,0.0,3,available
pairwise_7,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,17.570875,27.169323,0.646717,0.353283,3,available
pairwise_7,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,23.622193,27.169323,0.869444,0.130556,3,available
pairwise_7,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,27.169323,27.169323,1.0,0.0,3,available
pairwise_7,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,27.169323,27.169323,1.0,0.0,3,available
pairwise_7,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,27.169323,27.169323,1.0,0.0,3,available
